"Infiltration","Cultivar","Seed_treatment","Tillage_type","Numb_weeding","Numb_postHarv_herb","Numb_rastreo","Numb_preSow_herb","Numb_fertilizations","Numb_applic_foliar","Numb_applic_biofer","Num_postSow_herb","Numb_insecticides","Total_nitrogen","Total_phosphorus","Total_potassium","Clay","Silt","OM","CEC","Basis_saturation","Avg_min_temp","Avg_diurn_range","Acc_sol_energy","Freq_days_maxTemp_34","Acc_precipitation","Freq_days_minTemp_8","Avg_relative_humidiy","SD_relative_humidiy","Yield"
"D4","OTRAS","S1","AgrCons",0,0,0,1,1,0,0,2,1,92,0,0,22,23,1.0569118,13.67510446,34.51770002,18.76461538,12.1721978,81208.8,0.005494505,2.6,0,85.02043956,4.155726904,2.61
"D4","OTRAS","S1","AgrCons",0,0,0,2,2,0,0,3,2,135.75,46,30,35,26,2.389504077,26.52500544,77.82299794,22.39836364,11.48718182,98021.48,0.5,1824.38,0,77.41595455,17.8284582,5.57
"D4","OTRAS","S1","AgrCons",0,0,0,2,2,0,0,3,2,135.75,46,30,35,26,2.389504077,26.52500544,77.82299794,22.39836364,11.48718182,98021.48,0.5,1824.38,0,77.41595455,17.8284582,5.52
"D4","OTRAS","S1","AgrCons",0,0,0,2,2,0,0,2,1,171.5,46,60,28,20,0.820993804,16.16617467,76.60158586,17.65300014,13.22157402,97965.31141,0.013513514,2.6,0,82.57705413,6.378579195,6.37
"D4","OTRAS","S1","AgrCons",0,0,0,2,2,0,0,2,1,171.5,46,60,28,20,0.820993804,16.16617467,76.60158586,17.65300014,13.22157402,97965.31141,0.013513514,2.6,0,82.57705413,6.378579195,6.64
"D4","OTRAS","S1","AgrCons",0,0,0,1,2,0,0,1,1,170,23,0,12,21,0.602641155,11.74781449,86.45483787,19.03929348,11.91891304,82220.11,0,2.8,0,85.36059783,3.791256719,6.5
"D4","OTRAS","S0","LabConvTra",0,0,1,0,1,0,0,1,1,94.5,25.5,25.5,29,22,2.958520648,27.59935301,84.78686529,14.71267606,10.41197183,69126.63,0,493.3,0,82.82570423,5.231654797,4.16
"D4","OTRAS","S0","LabConvTra",0,0,1,0,1,0,0,1,1,86,17,17,24,29,3.444427351,25.2968481,94.67027638,14.65673759,10.46524823,68805.47,0,486,0,82.77631206,5.211296166,3.5
"D4","OTRAS","S0","LabConvTra",0,0,1,0,1,0,0,1,1,86,17,17,29,22,2.958520648,27.59935301,84.78686529,14.68344828,10.43517241,70533.64,0,506.4,0,82.85944828,5.214609389,3.5
"D4","OTRAS","S1","AgrCons",0,1,1,0,1,0,0,2,2,119,69,0,27,24,1.67,21.16875,63.22875,19.96638438,9.470765625,59547.04165,0.048192771,5993.6,0,85.19325774,4.703525216,4
"D4","P4082W","S0","LabCeroMin",0,0,0,1,2,1,0,1,2,110.4,46.6,0.2,29,22,2.958520648,27.59935301,84.78686529,17.9903161,10.00016025,52507.74038,0,1590.6,0.005154639,82.35534444,4.570389162,5
"D4","OTRAS","S0","LabConvTra",0,0,0,1,2,1,0,1,1,2.66,0.3,0.1,28,20,0.820993804,16.16617467,76.60158586,18.72489362,11.87588652,61543.21,0,2.6,0,85.79695035,3.913692802,7.5
"D4","OTRAS","S0","LabConvTra",0,0,0,1,2,0,0,2,1,3.76,0.46,0.6,28,20,0.820993804,16.16617467,76.60158586,18.83512658,11.92778481,69832.98,0,2.6,0,85.52791139,3.990693322,9
"D4","OTRAS","S0","LabConvTra",0,0,0,2,2,0,0,1,1,4.22,0.46,0,28,20,0.820993804,16.16617467,76.60158586,19.03464481,11.91240437,81711.5,0,2.8,0,85.39142077,3.778469682,8.5
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,0,0,0,1,2.05,0,0,28,20,0.820993804,16.16617467,76.60158586,18.88289773,12.03943182,78283.77,0.005681818,2.6,0,85.228125,4.001740251,5
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,130.5,0,0,28,20,0.820993804,16.16617467,76.60158586,19.38201117,11.52608939,79950.77,0,2.8,0,85.82418994,3.708707305,6.35
"D4","OTRAS","S1","LabConvTra",0,0,1,1,2,1,0,2,0,112.99,0.17,0.13,22,23,1.0569118,13.67510446,34.51770002,18.91727749,12.05586387,85223.7,0.005235602,2.8,0,85.08937173,3.988010667,4.5
"D4","OTRAS","S1","LabConvTra",0,1,3,0,2,0,0,1,2,160.25,46,60,28,20,0.820993804,16.16617467,76.60158586,19.06087211,11.74693787,77483.75572,0.016216216,598.59,0,80.56883538,4.747303289,7.09
"D4","OTRAS","S1","LabConvTra",0,1,3,0,2,0,0,1,2,160.25,46,60,28,20,0.820993804,16.16617467,76.60158586,19.06087211,11.74693787,77483.75572,0.016216216,598.59,0,80.56883538,4.747303289,7.52
"D4","OTRAS","S1","LabConvTra",0,0,1,0,2,0,0,2,1,133,0,0,29,22,2.958520648,27.59935301,84.78686529,18.94800945,9.406650631,39223.71038,0,1298.6,0,82.82919158,3.86713325,4.5
"D4","OTRAS","S1","AgrCons",0,0,0,1,1,0,2,2,1,87,46,0,29,22,2.958520648,27.59935301,84.78686529,18.66832028,9.490461612,43043.01038,0,1328.6,0,82.5365378,4.034340842,3.35
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,0,1,2,1,117.75,0,0,26,26,1.175022481,18.15067472,83.421327,19.4465141,11.4261657,70522.21688,0.018072289,597.29,0,81.00243703,4.565772823,2.9
